Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Thamnophilus murinus,Thamnophilidae,Antbirds,Mouse-coloured Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.1,0.9,0,0,0,0,19.3,22.86639216,30.53626746,5.382331522,37.04287585,LC,NA,9.197411153,Thamnophilus,murinus,159,NA,NA,"BO,BR,CO,EC,GF,GY,PE,SR,VE",Latin America & Caribbean,Americas,NA,1.285557309,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus nigriceps,Thamnophilidae,Antbirds,Black Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.6,0.2,0,0,0,0,22.9,13.37945083,23.15715006,9.820887827,33.3926291,LC,NA,4.599808536,Thamnophilus,nigriceps,34,NA,NA,"CO,PA",Latin America & Caribbean,Americas,NA,1.359835482,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Thamnophilus nigrocinereus,Thamnophilidae,Antbirds,Blackish-grey Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.4,0.3,0,0,0,0,30,18.29663722,29.55891099,10.16906287,39.81489997,NT,NA,3.910802346,Thamnophilus,nigrocinereus,52,NA,NA,"BR,CO,GF,VE",Latin America & Caribbean,Americas,NA,1.477121255,NA,6.555094449,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnophilus palliatus,Thamnophilidae,Antbirds,Chestnut-backed Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,1,0,0,0,0,23.3,21.56559489,32.35692874,7.764919316,41.57830098,LC,NA,2.696042409,Thamnophilus,palliatus,132,NA,NA,"BO,BR,PE",Latin America & Caribbean,Americas,NA,1.367355921,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus pelzelni,Thamnophilidae,Antbirds,Planalto Slaty-antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,20.9,8.943472741,27.23690622,10.64913406,40.69646585,LC,NA,3.066673165,Thamnophilus,pelzelni,99,3320000,-0.004371174,BR,Latin America & Caribbean,Americas,NA,1.320146286,6.521138084,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus praecox,Thamnophilidae,Antbirds,Cocha Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.33,0.33,0.33,0,0,0,0,23.45,19.97353781,26.19369841,5.661139148,35.04151886,NT,NA,4.599808536,Thamnophilus,praecox,36,8000,0.39994159,EC,Latin America & Caribbean,Americas,NA,1.370142847,3.903089987,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000,8000,8000
Thamnophilus punctatus,Thamnophilidae,Antbirds,Northern Slaty-antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,19.4,28.48694615,34.18928782,5.137080688,41.69671618,LC,NA,3.985589501,Thamnophilus,punctatus,138,NA,NA,"BR,CO,EC,GF,GY,PE,SR,VE",Latin America & Caribbean,Americas,NA,1.28780173,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus ruficapillus,Thamnophilidae,Antbirds,Rufous-capped Antshrike,0.9,0,0,0,0,0,0.1,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,20.4,15.33768458,24.61277882,5.020464939,30.25775806,LC,NA,5.406259126,Thamnophilus,ruficapillus,130,NA,NA,"AR,BO,BR,PY,UY",Latin America & Caribbean,Americas,NA,1.309630167,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus schistaceus,Thamnophilidae,Antbirds,Plain-winged Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,20.3,17.41290855,30.32880125,8.784851937,42.55455772,LC,NA,9.197411153,Thamnophilus,schistaceus,149,5160000,0.110558116,"BO,BR,CO,EC,PE",Latin America & Caribbean,Americas,NA,1.307496038,6.712649702,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus stictocephalus,Thamnophilidae,Antbirds,Natterer's Slaty-antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.7,0,0,0,0,21.5,18.45970395,32.01923887,9.578424936,44.02004435,LC,NA,3.985589501,Thamnophilus,stictocephalus,68,1410000,-0.046744449,"BO,BR",Latin America & Caribbean,Americas,NA,1.33243846,6.149219113,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thamnophilus sticturus,Thamnophilidae,Antbirds,Bolivian Slaty-antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.6,0.4,0,0,0,0,18.2,14.18044022,32.08306508,10.24443713,42.43235782,LC,NA,3.066673165,Thamnophilus,sticturus,30,437000,-0.231759206,"BO,BR,PY",Latin America & Caribbean,Americas,NA,1.260071388,5.640481437,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnophilus tenuepunctatus,Thamnophilidae,Antbirds,Lined Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.3,0.4,0,0,0,0,23.3,23.76055784,32.65373759,7.117213274,43.69573031,VU,NA,2.696042409,Thamnophilus,tenuepunctatus,71,NA,NA,"CO,EC,PE",Latin America & Caribbean,Americas,NA,1.367355921,NA,5.73479983,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnophilus torquatus,Thamnophilidae,Antbirds,Rufous-winged Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.1,0.1,0,0,0,21.1,20.40862346,31.2704772,7.836145073,43.11894139,LC,NA,5.406259126,Thamnophilus,torquatus,64,4220000,-0.224727389,"BO,BR,PY",Latin America & Caribbean,Americas,NA,1.324282455,6.625312451,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnophilus unicolor,Thamnophilidae,Antbirds,Uniform Antshrike,0.9,0,0,0,0,0,0,0,0.1,0,Invertebrate,0,0,0.3,0.4,0.3,0,0,0,0,24.2,35.89196402,41.17790834,3.986398253,46.00826129,LC,NA,5.790511316,Thamnophilus,unicolor,135,1370000,0.251936957,"CO,EC,PE",Latin America & Caribbean,Americas,NA,1.383815366,6.136720567,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnophilus zarumae,Thamnophilidae,Antbirds,Chapman's Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.3,0.4,0,0,0,0,22.8,18.57388288,25.67102369,4.713703053,32.00192625,LC,NA,6.223644335,Thamnophilus,zarumae,25,31400,0.057062039,"EC,PE",Latin America & Caribbean,Americas,NA,1.357934847,4.496929648,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thamnornis chloropetoides,Sylviidae,Old World warblers,Thamnornis Warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.8,0,0,0,0,0,14.3,9.015679202,15.51530927,3.914737449,20.23333079,LC,NA,18.30541251,Thamnornis,chloropetoides,15,NA,NA,MG,Sub-Saharan Africa,Africa,NA,1.155336037,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thescelocichla leucopleura,Pycnonotidae,Bulbuls,Swamp Greenbul,0.2,0,0,0,0,0,0.5,0,0.3,0,Omnivore,0,0,0.25,0.25,0.25,0.25,0,0,0,62.1,12.6337371,18.47360403,5.706401829,25.64403787,LC,NA,12.63716368,Thescelocichla,leucopleura,49,NA,NA,"AO,BJ,CD,CF,CG,CI,CM,GA,GH,GM,GN,GQ,GW,LR,NG,SL,SN,TG,UG",Sub-Saharan Africa,Africa,NA,1.7930916,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thlypopsis fulviceps,Thraupidae,Tanagers,Fulvous-headed Tanager,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.4,0.3,0,0,0,12,18.05282117,45.77099892,23.7224531,76.88958129,LC,NA,2.849168329,Thlypopsis,fulviceps,5,259000,-0.367958169,"CO,VE",Latin America & Caribbean,Americas,NA,1.079181246,5.413299764,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thlypopsis inornata,Thraupidae,Tanagers,Buff-bellied Tanager,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.7,0.2,0.1,0,0,0,15,22.92811999,33.71031238,8.315902609,45.62231274,LC,NA,3.582881153,Thlypopsis,inornata,15,22500,0.396893507,"EC,PE",Latin America & Caribbean,Americas,NA,1.176091259,4.352182518,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thlypopsis ornata,Thraupidae,Tanagers,Rufous-chested Tanager,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.6,0.2,0,0,0,12,23.55886931,59.18313033,19.94001936,78.42552415,LC,NA,1.896495041,Thlypopsis,ornata,19,740000,0.009312197,"CO,EC,PE",Latin America & Caribbean,Americas,NA,1.079181246,5.86923172,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thlypopsis pectoralis,Thraupidae,Tanagers,Brown-flanked Tanager,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.9,0.1,0,0,0,0,15,26.14543664,47.28690051,16.77742392,67.54230487,LC,NA,2.3744976,Thlypopsis,pectoralis,4,14300,-0.045390738,PE,Latin America & Caribbean,Americas,NA,1.176091259,4.155336037,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thlypopsis ruficeps,Thraupidae,Tanagers,Rust-and-yellow Tanager,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.6,0.3,0.1,0,0,0,11,33.88190848,52.36307348,12.92788092,64.65234473,LC,NA,1.896495041,Thlypopsis,ruficeps,11,838000,-0.229786151,"AR,BO,PE",Latin America & Caribbean,Americas,NA,1.041392685,5.923244019,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thlypopsis sordida,Thraupidae,Tanagers,Orange-headed Tanager,0.5,0,0,0,0,0,0.3,0,0.2,0,Omnivore,0,0,0,0,0.7,0.3,0,0,0,17,39.51928832,75.75928839,25.01907839,106.2957391,LC,evidence,2.3744976,Thlypopsis,sordida,66,1.3e+07,0.136840573,"AR,BO,BR,CO,EC,PE,PY,VE",Latin America & Caribbean,Americas,NA,1.230448921,7.113943352,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Thripadectes flammulatus,Furnariidae,Ovenbirds,Flammulated Treehunter,0.9,0,0,0,0.1,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,55.89,15.0697492,24.50943512,9.424213688,39.80413201,LC,NA,1.780643145,Thripadectes,flammulatus,50,536000,0.025888777,"CO,EC,PE,VE",Latin America & Caribbean,Americas,NA,1.74733411,5.72916479,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripadectes holostictus,Furnariidae,Ovenbirds,Striped Treehunter,0.9,0,0,0,0.1,0,0,0,0,0,Invertebrate,0,0,0.6,0.4,0,0,0,0,0,40.7,19.32505998,24.10890487,5.627012619,33.68965707,LC,NA,1.584443631,Thripadectes,holostictus,89,2550000,0.056231608,"BO,CO,EC,PE,VE",Latin America & Caribbean,Americas,NA,1.609594409,6.40654018,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Thripadectes ignobilis,Furnariidae,Ovenbirds,Uniform Treehunter,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,47.2,22.48423438,27.13526821,5.445026056,35.64478211,LC,NA,2.674369634,Thripadectes,ignobilis,36,99100,0.120643446,"CO,EC",Latin America & Caribbean,Americas,NA,1.673941999,4.996073654,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripadectes melanorhynchus,Furnariidae,Ovenbirds,Black-billed Treehunter,0.9,0,0,0,0.1,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,44.3,19.28821675,26.63975072,7.54904722,37.24547866,LC,NA,2.170916981,Thripadectes,melanorhynchus,57,1250000,-0.035698093,"CO,EC,PE",Latin America & Caribbean,Americas,NA,1.646403726,6.096910013,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripadectes rufobrunneus,Furnariidae,Ovenbirds,Streak-breasted Treehunter,0.7,0,0.3,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,56.2,15.20587358,26.18100989,8.934259771,39.24056762,LC,NA,2.170916981,Thripadectes,rufobrunneus,20,NA,NA,"CR,PA",Latin America & Caribbean,Americas,NA,1.749736316,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Thripadectes scrutator,Furnariidae,Ovenbirds,Buff-throated Treehunter,0.9,0,0,0,0.1,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,66.29,14.28029489,22.15378038,7.459536078,33.46160145,LC,NA,1.780643145,Thripadectes,scrutator,13,NA,NA,"BO,PE",Latin America & Caribbean,Americas,NA,1.821448019,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripadectes virgaticeps,Furnariidae,Ovenbirds,Streak-capped Treehunter,0.8,0,0,0,0.2,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,65.8,17.27132572,23.37337504,5.759204075,29.5858808,LC,NA,1.584443631,Thripadectes,virgaticeps,97,513000,0.315627743,"CO,EC,VE",Latin America & Caribbean,Americas,NA,1.818225894,5.710117365,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripophaga cherriei,Furnariidae,Ovenbirds,Orinoco Softtail,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.5,0.3,0,0,0,0,16.5,24.33869583,28.27299745,5.517065852,38.99698234,VU,NA,0.917626571,Thripophaga,cherriei,15,NA,NA,"CO,VE",Latin America & Caribbean,Americas,NA,1.217483944,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,250-999,250,999
Thripophaga fusciceps,Furnariidae,Ovenbirds,Plain Softtail,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.7,0,0,0,0,0,23,22.74082262,25.95308188,1.993508804,28.16600128,LC,NA,1.486195417,Thripophaga,fusciceps,36,2840000,-0.268121027,"BO,BR,EC,PE",Latin America & Caribbean,Americas,NA,1.361727836,6.45331834,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Thripophaga macroura,Furnariidae,Ovenbirds,Striated Softtail,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.7,0,0,0,0,0,21,25.20273479,31.06020556,5.508542083,40.83939671,VU,NA,0.917626571,Thripophaga,macroura,29,1992,0.648082699,BR,Latin America & Caribbean,Americas,NA,1.322219295,3.299289334,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1,500-7,000",1500,7000
Thryomanes bewickii,Troglodytidae,Wrens,Bewick's Wren,0.8,0,0,0,0,0,0.2,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,9.9,10.92777063,21.46320634,6.67088884,29.84601804,LC,NA,7.300259554,Thryomanes,bewickii,806,NA,NA,"CA,MX,US","North America,Latin America & Caribbean",Americas,NA,0.995635195,NA,6.897627091,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"7,900,000",7900000,7900000
Thryorchilus browni,Troglodytidae,Wrens,Timberline Wren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,14,11.69183788,21.51311624,6.637940214,30.29702587,LC,NA,15.01903522,Thryorchilus,browni,37,NA,NA,"CR,PA",Latin America & Caribbean,Americas,NA,1.146128036,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Thryothorus ludovicianus,Troglodytidae,Wrens,Carolina Wren,0.6,0,0.2,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,18.96,9.37335319,23.33191754,9.788693999,35.18792428,LC,NA,9.631619133,Thryothorus,ludovicianus,604,NA,NA,"CA,MX,US","North America,Latin America & Caribbean",Americas,NA,1.277838333,NA,7.255272505,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18000000,1.8e+07,1.8e+07
Tiaris olivaceus,Emberizidae,"Buntings, American sparrows and allies",Yellow-faced Grassquit,0,0,0,0,0,0,0,0,0.9,0.1,PlantSeed,0,0,0.9,0.1,0,0,0,0,0,8.5,18.28843672,20.61666288,1.878359174,23.87399201,LC,evidence,3.833020324,Tiaris,olivaceus,121,NA,NA,"BS,BZ,CO,CR,CU,DO,EC,GT,HN,HT,JM,KY,MX,NI,PA,PR,SV,TC,UM,US,VE","Latin America & Caribbean,East Asia & Pacific,North America","Americas,Oceania",NA,0.929418926,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"5,000,000-50,000,000",5e+06,5e+07
Tichodroma muraria,Sittidae,Nuthatches and Wallcreeper,Wallcreeper,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.8,0.1,0.1,0,0,0,0,17.6,9.083035384,23.61506862,7.646647585,31.99750404,LC,evidence,29.58418232,Tichodroma,muraria,43,NA,NA,"AD,AF,AL,AM,AT,AZ,BA,BE,BG,BT,CH,CN,CY,CZ,DE,DZ,ES,FR,GB,GE,GI,GR,HR,HU,IL,IN,IQ,IR,IT,JO,KG,KZ,LB,LI,LU,MA,ME,MK,MN,MT,NL,NP,PK,PL,PT,RO,RS,RU,SI,SK,SY,TJ,TM,TR,UA,UZ","Europe & Central Asia,South Asia,East Asia & Pacific,Middle East & North Africa","Europe,Asia,Africa",NA,1.245512668,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"579,000-1,390,000",579000,1390000
Tickellia hodgsoni,Sylviidae,Old World warblers,Broad-billed Warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,4.5,16.21865215,26.51746406,12.43115173,51.16394176,LC,NA,5.407401976,Tickellia,hodgsoni,20,1700000,-0.091365243,"BT,CN,IN,LA,MM,NP,VN","South Asia,East Asia & Pacific",Asia,NA,0.653212514,6.230448921,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Timalia pileata,Timaliidae,Babblers and parrotbills,Chestnut-capped Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,16,10.2562718,29.68337174,29.53967478,89.16202036,LC,evidence,11.735654,Timalia,pileata,91,7840000,0.154670405,"BD,CN,ID,IN,KH,LA,MM,NP,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.204119983,6.894316063,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Timeliopsis fulvigula,Meliphagidae,Honeyeaters,Olive Straightbill,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,18.3,17.35813803,33.09504922,14.25713351,53.24990732,LC,NA,22.65763467,Timeliopsis,fulvigula,0,678000,-0.673945379,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.26245109,5.831229694,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Timeliopsis griseigula,Meliphagidae,Honeyeaters,Tawny Straightbill,0.4,0,0,0,0,0,0.2,0.3,0,0.1,Omnivore,0,0,0,0.3,0.7,0,0,0,0,32,23.58964635,32.15740451,9.698608122,46.30683728,LC,NA,22.65763467,Timeliopsis,griseigula,2,913000,-0.238099109,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.505149978,5.960470778,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Tityra cayana,Cotingidae,Cotingas,Black-tailed Tityra,0.2,0,0,0,0,0,0.8,0,0,0,FruiNect,0,0,0,0.5,0.5,0,0,0,0,68.1,13.34323517,16.50675603,3.301200034,21.69933475,LC,evidence,6.9560093,Tityra,cayana,83,NA,NA,"BO,BR,CO,EC,GF,GY,PE,SR,TT,VE",Latin America & Caribbean,Americas,NA,1.833147112,NA,NA,Not trade-threatened,ForStrat.understory,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Tityra inquisitor,Cotingidae,Cotingas,Black-crowned Tityra,0.2,0,0,0,0,0,0.8,0,0,0,FruiNect,0,0,0,0,1,0,0,0,0,43.1,16.25816424,29.32702785,17.36991063,63.35892199,LC,NA,11.37743955,Tityra,inquisitor,32,NA,NA,"AR,BO,BR,BZ,CO,CR,EC,GF,GT,GY,HN,MX,NI,PA,PE,PY,SR,VE",Latin America & Caribbean,Americas,NA,1.63447727,NA,NA,Not trade-threatened,ForStrat.midhigh,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"500,000-4,999,999",5e+05,4999999
Tityra semifasciata,Cotingidae,Cotingas,Masked Tityra,0.2,0,0.1,0,0,0,0.7,0,0,0,FruiNect,0,0,0,0.5,0.5,0,0,0,0,79.3,9.383926243,17.00952378,4.281723574,20.94914111,LC,NA,6.9560093,Tityra,semifasciata,99,NA,NA,"BO,BR,BZ,CO,CR,EC,GF,GT,HN,MX,NI,PA,PE,PY,SV,US,VE","Latin America & Caribbean,North America",Americas,NA,1.899273187,NA,NA,Not trade-threatened,ForStrat.understory,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Tmetothylacus tenellus,Motacillidae,Wagtails and pipits,Golden Pipit,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,20.1,12.85427827,22.20510888,9.412860446,32.05376018,LC,NA,11.57661846,Tmetothylacus,tenellus,1,NA,NA,"ET,KE,OM,SO,SS,TZ,UG,ZA,ZW","Sub-Saharan Africa,Middle East & North Africa","Africa,Asia",NA,1.303196057,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
