Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Passer rufocinctus,Passeridae,"Sparrows, snowfinches and allies",Kenya Rufous-sparrow,0.2,0,0,0,0,0,0,0,0.8,0,PlantSeed,0,0,0.5,0.5,0,0,0,0,0,27.8,20.13996238,30.91114862,9.777086697,42.66036013,LC,NA,4.620057579,Passer,rufocinctus,41,NA,NA,"KE,TZ",Sub-Saharan Africa,Africa,NA,1.444044796,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passer shelleyi,Passeridae,"Sparrows, snowfinches and allies",Shelley's Rufous-sparrow,0.3,0,0,0,0,0,0,0,0.7,0,PlantSeed,0,0,0.5,0.5,0,0,0,0,0,21.95,14.98003569,20.57811775,8.584926074,37.78895908,LC,NA,6.947994402,Passer,shelleyi,13,NA,NA,"ET,KE,SD,SO,SS,UG",Sub-Saharan Africa,Africa,NA,1.341434525,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passer simplex,Passeridae,"Sparrows, snowfinches and allies",Desert Sparrow,0.5,0,0,0,0,0,0,0,0.5,0,Omnivore,0,0,1,0,0,0,0,0,0,19.5,9.068193329,36.16269883,21.99995703,60.16873407,LC,evidence,7.442939121,Passer,simplex,25,7120000,-0.002852115,"DZ,EG,LY,MA,ML,MR,NE,SD,TD,TN","Middle East & North Africa,Sub-Saharan Africa",Africa,NA,1.290034611,6.852479994,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passer suahelicus,Passeridae,"Sparrows, snowfinches and allies",Swahili Sparrow,0,0,0,0,0,0,0,0,1,0,PlantSeed,0,0,1,0,0,0,0,0,0,21.95,15.2489047,32.71715046,18.52966315,55.14865279,LC,NA,1.619787745,Passer,suahelicus,8,649000,-0.13136896,"KE,TZ",Sub-Saharan Africa,Africa,NA,1.341434525,5.812244697,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passer swainsonii,Passeridae,"Sparrows, snowfinches and allies",Swainson's Sparrow,0.3,0,0,0,0,0,0,0,0.7,0,PlantSeed,0,0,0,1,0,0,0,0,0,31.6,15.51419131,25.79522965,7.284076997,32.86916722,LC,NA,7.442939121,Passer,swainsonii,19,1550000,0.094671044,"DJ,ER,ET,KE,SD,SO","Middle East & North Africa,Sub-Saharan Africa",Africa,NA,1.499687083,6.190331698,NA,Not trade-threatened,ForStrat.understory,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Passerculus sandwichensis,Emberizidae,"Buntings, American sparrows and allies",Savannah Sparrow,0.4,0,0,0,0,0,0.2,0,0.3,0.1,Omnivore,0,0,0.8,0.1,0.1,0,0,0,0,19.97,8.40480944,15.75512081,4.24678752,20.15481365,LC,NA,6.070266186,Passerculus,sandwichensis,410,NA,NA,"BM,BS,BZ,CA,CR,CU,GB,GT,HN,JP,KY,MX,PA,PM,RU,SV,TC,US","North America,Latin America & Caribbean,Europe & Central Asia,East Asia & Pacific","Americas,Europe,Asia",NA,1.300378065,NA,8.230448921,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"170,000,000",1.7e+08,1.7e+08
Passerella iliaca,Emberizidae,"Buntings, American sparrows and allies",Fox Sparrow,0.4,0,0,0,0,0,0.2,0,0.2,0.2,Omnivore,0,0,0.9,0.1,0,0,0,0,0,33.25,16.55315475,22.03499075,5.746572207,30.24072075,LC,evidence,7.281547705,Passerella,iliaca,222,NA,NA,"BM,CA,DE,GL,IE,IS,IT,JP,MX,PM,RU,US","North America,Europe & Central Asia,East Asia & Pacific,Latin America & Caribbean","Americas,Europe,Asia",NA,1.52179165,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passerina amoena,Emberizidae,"Buntings, American sparrows and allies",Lazuli Bunting,0.5,0,0,0,0,0,0,0,0.5,0,Omnivore,0,0,0.5,0.5,0,0,0,0,0,15.49,13.89671174,17.19843788,3.019896707,22.60876592,LC,evidence,4.786878066,Passerina,amoena,191,3800000,0.23631332,"CA,CU,MX,US","North America,Latin America & Caribbean",Americas,NA,1.190051418,6.579783597,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passerina caerulea,Emberizidae,"Buntings, American sparrows and allies",Blue Grosbeak,0.4,0,0,0,0,0,0.2,0,0.3,0.1,Omnivore,0,0,1,0,0,0,0,0,0,27.39,19.34209674,23.65302318,4.460294188,29.36396542,LC,evidence,4.786878066,Passerina,caerulea,242,13600000,0.161768699,"BB,BS,BZ,CA,CO,CR,CU,DO,EC,GT,HN,HT,JM,KY,MX,NI,PA,PM,PR,SV,TC,US,VI","Latin America & Caribbean,North America",Americas,NA,1.437592032,7.133538908,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passerina ciris,Emberizidae,"Buntings, American sparrows and allies",Painted Bunting,0,0,0,0,0,0,0,0,1,0,PlantSeed,0,0,0.5,0.5,0,0,0,0,0,15.54,20.52497163,28.14342557,6.28152147,37.44735872,LC,evidence,3.337254738,Passerina,ciris,106,NA,NA,"BS,BZ,CR,CU,GT,HN,JM,KY,MX,NI,PA,SV,US","Latin America & Caribbean,North America",Americas,plausible,1.191451014,NA,7.146128036,Trade-threatened,ForStrat.ground,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000000,1.2e+07,1.2e+07
Passerina cyanea,Emberizidae,"Buntings, American sparrows and allies",Indigo Bunting,0,0,0,0,0,0,0,0,1,0,PlantSeed,0,0,0.4,0.4,0.2,0,0,0,0,14.69,14.78243861,19.06300236,4.379406341,26.15463864,LC,evidence,7.891519832,Passerina,cyanea,279,8870000,0.28259935,"AG,AW,BB,BM,BQ,BS,BZ,CA,CO,CR,CU,CW,DE,DK,DO,EC,GB,GP,GT,HN,HT,IE,IS,JM,KY,ME,MX,NI,NL,PA,PM,PR,RS,SE,SV,SX,TC,TT,US,VE,VG,VI","Latin America & Caribbean,North America,Europe & Central Asia","Americas,Europe",NA,1.167021796,6.94792362,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Passerina leclancherii,Emberizidae,"Buntings, American sparrows and allies",Orange-breasted Bunting,0.3,0,0,0,0,0,0,0,0.7,0,PlantSeed,0,0,0.4,0.6,0,0,0,0,0,14,24.61298543,31.94239353,8.824869025,45.21943126,LC,evidence,4.879608003,Passerina,leclancherii,28,NA,NA,MX,Latin America & Caribbean,Americas,plausible,1.146128036,NA,NA,Trade-threatened,ForStrat.understory,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"50,000-499,999",50000,499999
Passerina rositae,Emberizidae,"Buntings, American sparrows and allies",Rose-bellied Bunting,0.3,0,0,0,0,0,0,0,0.7,0,PlantSeed,0,0,0,0.7,0.3,0,0,0,0,20,13.43082155,22.62535252,9.658211993,35.5980122,NT,evidence,5.670524413,Passerina,rositae,15,NA,NA,MX,Latin America & Caribbean,Americas,plausible,1.301029996,NA,NA,Trade-threatened,ForStrat.understory,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Passerina versicolor,Emberizidae,"Buntings, American sparrows and allies",Varied Bunting,0.6,0,0,0,0,0,0,0,0.4,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,12.89,12.96588681,18.97459145,6.532469459,30.3522875,LC,evidence,3.337254738,Passerina,versicolor,80,2360000,-0.072435493,"CA,GT,MX,US","North America,Latin America & Caribbean",Americas,NA,1.110252917,6.372912003,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pellorneum albiventre,Timaliidae,Babblers and parrotbills,Spot-throated Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,21.5,15.15231448,18.79521888,3.949478262,23.93448867,LC,evidence,10.31550927,Pellorneum,albiventre,44,1810000,-0.138318857,"BD,BT,CN,IN,KH,LA,MM,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.33243846,6.257678575,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Pellorneum capistratum,Timaliidae,Babblers and parrotbills,Black-capped Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,25.1,13.81537731,22.23699534,7.649405633,33.34905824,LC,evidence,12.32360871,Pellorneum,capistratum,129,NA,NA,ID,East Asia & Pacific,Asia,plausible,1.399673721,NA,NA,Trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pellorneum fuscocapillus,Timaliidae,Babblers and parrotbills,Brown-capped Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,30,14.16429781,22.66635171,7.181608415,29.89813221,LC,NA,2.988468175,Pellorneum,fuscocapillus,25,57300,0.102336362,"IN,LK",South Asia,Asia,NA,1.477121255,4.758154622,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pellorneum palustre,Timaliidae,Babblers and parrotbills,Marsh Babbler,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,0,1,0,0,0,0,0,23.16,10.36339985,14.90838959,2.693942378,18.07169247,VU,NA,5.791536769,Pellorneum,palustre,14,NA,NA,"BD,IN",South Asia,Asia,NA,1.364738555,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"10,000-19,999",10000,19999
Pellorneum ruficeps,Timaliidae,Babblers and parrotbills,Puff-throated Babbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,26,11.19566806,19.7946218,6.692398625,28.76792831,LC,NA,2.988468175,Pellorneum,ruficeps,282,8880000,0.439659175,"BD,BT,CN,IN,KH,LA,MM,MY,NP,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.414973348,6.948412966,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Peltops blainvillii,Cracticidae,Butcherbirds,Lowland Peltops,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0,1,0,0,30,23.83590953,30.35341043,5.01077525,37.45416667,LC,NA,21.0601809,Peltops,blainvillii,5,1050000,-0.44447566,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.477121255,6.021189299,NA,Not trade-threatened,ForStrat.aerial,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
Peltops montanus,Cracticidae,Butcherbirds,Mountain Peltops,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0,1,0,0,31.6,20.05880308,31.66363372,9.214287267,44.64906514,LC,NA,21.0601809,Peltops,montanus,22,745000,0.186696751,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.499687083,5.872156273,NA,Not trade-threatened,ForStrat.aerial,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
Peneothello bimaculata,Petroicidae,Australasian robins,White-rumped Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,23.77,31.35218671,46.34222292,20.12751858,83.25686653,LC,NA,10.2223387,Peneothello,bimaculata,11,633000,-0.204616662,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.376029182,5.80140371,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Peneothello cryptoleuca,Petroicidae,Australasian robins,Smoky Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,18.9,27.89064506,34.64840713,5.500621161,43.50590194,LC,NA,10.2223387,Peneothello,cryptoleuca,11,284000,-0.093450629,ID,East Asia & Pacific,Asia,NA,1.276461804,5.45331834,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Peneothello cyanus,Petroicidae,Australasian robins,Blue-grey Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,24.98,25.47538828,44.48043825,11.25264165,57.24995947,LC,NA,13.64589932,Peneothello,cyanus,31,656000,0.216401883,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,1.397592434,5.816903839,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Percnostola arenarum,Thamnophilidae,Antbirds,Allpahuayo Antbird,0.8,0,0.1,0,0,0,0.1,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,23,14.65359237,23.06618071,8.114387254,32.95778746,VU,NA,9.098412665,Percnostola,arenarum,30,NA,NA,PE,Latin America & Caribbean,Americas,NA,1.361727836,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"600-1,700",600,1700
Percnostola rufifrons,Thamnophilidae,Antbirds,Black-headed Antbird,0.8,0,0.1,0,0,0,0.1,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,23.89,20.53533137,28.99310453,8.766096477,42.50588649,LC,NA,10.34464311,Percnostola,rufifrons,157,2220000,0.389431631,"BR,CO,GF,GY,PE,SR,VE",Latin America & Caribbean,Americas,NA,1.37821615,6.346352974,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pericrocotus brevirostris,Campephagidae,Cuckoo-shrikes,Short-billed Minivet,0.8,0,0,0,0,0,0,0,0,0.2,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,16.49,14.41515542,43.21299448,22.40026872,74.84780842,LC,evidence,9.451979086,Pericrocotus,brevirostris,9,3360000,-0.391472037,"BD,BT,CN,IN,KH,LA,MM,NP,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.217220656,6.526339277,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pericrocotus cantonensis,Campephagidae,Cuckoo-shrikes,Brown-rumped Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,16.26,7.501018346,17.06256053,4.861836442,20.70770776,LC,evidence,4.581793459,Pericrocotus,cantonensis,20,2330000,-0.018479138,"CN,HK,KH,LA,MM,TH,VN",East Asia & Pacific,Asia,NA,1.211120541,6.367355921,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus cinnamomeus,Campephagidae,Cuckoo-shrikes,Small Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0.7,0.3,0,0,8.6,9.269953192,17.73321629,5.673086335,24.79707468,LC,evidence,12.52128527,Pericrocotus,cinnamomeus,44,13100000,0.073017899,"BD,BT,ID,IN,KH,LA,LK,MM,NP,PK,TH,VN","South Asia,East Asia & Pacific",Asia,NA,0.934498451,7.117271296,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus divaricatus,Campephagidae,Cuckoo-shrikes,Ashy Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0.7,0.3,0,0,24.6,11.17692519,21.22508679,5.333799893,25.96016762,LC,evidence,4.581793459,Pericrocotus,divaricatus,129,3110000,0.733195212,"CN,ID,IN,JP,KH,KP,KR,LA,MM,MY,PH,RU,SG,TH,TW,VN","East Asia & Pacific,South Asia,Europe & Central Asia","Asia,Europe",NA,1.390935107,6.492760389,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus erythropygius,Campephagidae,Cuckoo-shrikes,White-bellied Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,10.8,8.781727597,16.05933912,4.105848671,20.52502035,LC,NA,26.44494381,Pericrocotus,erythropygius,10,2480000,-0.307959165,IN,South Asia,Asia,NA,1.033423755,6.394451681,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pericrocotus ethologus,Campephagidae,Cuckoo-shrikes,Long-tailed Minivet,0.8,0,0,0,0,0,0.1,0,0,0.1,Invertebrate,0,0,0,0,0,0.8,0.2,0,0,18.97,15.45067948,40.32463157,18.92429625,60.80233416,LC,evidence,6.802401701,Pericrocotus,ethologus,50,10100000,0.163447732,"AF,BD,BT,CN,IN,LA,MM,NP,PK,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.278067331,7.004321374,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus flammeus,Campephagidae,Cuckoo-shrikes,Scarlet Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,23.3,14.78256077,43.56933055,23.89534706,75.58001553,LC,evidence,11.58159613,Pericrocotus,flammeus,21,19300000,-0.291516475,"BD,BN,BT,CN,ID,IN,KH,LA,LK,MM,MY,NP,PH,SG,TH,VN","South Asia,East Asia & Pacific",Asia,plausible,1.367355921,7.285557309,NA,Trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus igneus,Campephagidae,Cuckoo-shrikes,Fiery Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,15,14.81960265,31.51331693,15.80575398,53.22933346,NT,evidence,12.52128527,Pericrocotus,igneus,12,NA,NA,"BN,ID,MM,MY,PH,SG,TH",East Asia & Pacific,Asia,plausible,1.176091259,NA,NA,Trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pericrocotus lansbergei,Campephagidae,Cuckoo-shrikes,Flores Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,1,0,0,0,0,16.26,8.565427419,16.53018683,4.203765487,20.95019676,LC,possible,6.802401701,Pericrocotus,lansbergei,5,66100,-0.068441315,ID,East Asia & Pacific,Asia,NA,1.211120541,4.820201459,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Pericrocotus miniatus,Campephagidae,Cuckoo-shrikes,Sunda Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,16.26,16.54922764,35.92353087,20.10631867,58.31968885,LC,evidence,10.93592828,Pericrocotus,miniatus,17,798000,0.063191207,ID,East Asia & Pacific,Asia,NA,1.211120541,5.902002891,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus roseus,Campephagidae,Cuckoo-shrikes,Rosy Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.3,0.7,0,0,0,19.2,17.03365834,22.0390076,5.442103535,30.17623322,LC,evidence,5.17693205,Pericrocotus,roseus,8,3630000,-0.44794974,"AF,BD,BT,CN,IN,LA,MM,NP,PK,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.283301229,6.559906625,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pericrocotus solaris,Campephagidae,Cuckoo-shrikes,Grey-chinned Minivet,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,1,0,0,0,14.5,9.284843738,27.03802768,16.47436897,47.70678677,LC,evidence,16.91936798,Pericrocotus,solaris,48,4940000,0.2452664,"BD,BT,CN,IN,KH,LA,MM,NP,TH,TW,VN","South Asia,East Asia & Pacific",Asia,NA,1.161368002,6.693726949,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Perisoreus canadensis,Corvidae,Crows and jays,Grey Jay,0.4,0.1,0.1,0,0,0,0.3,0,0,0.1,Omnivore,0,0,0.6,0.2,0.2,0,0,0,0,71.58,8.587749259,44.62181614,42.45190303,109.4729071,LC,NA,11.81375719,Perisoreus,canadensis,121,16900000,0.16385849,"CA,US",North America,Americas,NA,1.854791694,7.227886705,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,26000000,2.6e+07,2.6e+07
Perisoreus infaustus,Corvidae,Crows and jays,Siberian Jay,0.3,0.1,0,0,0,0.1,0.3,0,0.2,0,Omnivore,0,0,0.4,0.3,0.3,0,0,0,0,84.4,14.44063571,20.43518097,6.383010413,29.94814588,LC,evidence,6.818493982,Perisoreus,infaustus,195,NA,NA,"BY,CN,EE,FI,KZ,LV,MN,NO,PL,RU,SE,SK,UA","Europe & Central Asia,East Asia & Pacific","Europe,Asia",NA,1.926342447,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4,295,000-7,600,000",4295000,7600000
Perisoreus internigrans,Corvidae,Crows and jays,Sichuan Jay,0.3,0,0,0,0,0.1,0.3,0,0.3,0,Omnivore,0,0,0,0.2,0.8,0,0,0,0,102,17.93831028,25.93959221,6.738463414,32.53070802,VU,NA,6.818493982,Perisoreus,internigrans,6,NA,NA,CN,East Asia & Pacific,Asia,NA,2.008600172,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"12,000-20,500",12000,20500
Perissocephalus tricolor,Cotingidae,Cotingas,Capuchinbird,0.2,0,0,0,0,0,0.8,0,0,0,FruiNect,0,0,0,0.6,0.4,0,0,0,0,338.88,30.19627264,39.98292656,13.30190096,61.44791098,LC,evidence,4.345352594,Perissocephalus,tricolor,54,1780000,0.144482101,"BR,CO,GF,GY,SR,VE",Latin America & Caribbean,Americas,NA,2.530045938,6.250420002,NA,Not trade-threatened,ForStrat.understory,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Petrochelidon fulva,Hirundinidae,Swallows and martins,Cave Swallow,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0,1,0,0,18.95,19.57088392,33.77925298,12.68706217,54.89265857,LC,NA,6.993042415,Petrochelidon,fulva,22,NA,NA,"BS,BZ,CA,CU,DO,EC,GT,HT,JM,KY,LC,MQ,MX,NI,PA,PE,PR,SV,UM,US,VC,VI","Latin America & Caribbean,North America,East Asia & Pacific","Americas,Oceania",NA,1.277609214,NA,6.832508913,Not trade-threatened,ForStrat.aerial,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"6,800,000",6800000,6800000
Petrochelidon pyrrhonota,Hirundinidae,Swallows and martins,Cliff Swallow,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0,1,0,0,21.6,14.28932141,38.111195,36.49746402,111.6528548,LC,NA,6.993042415,Petrochelidon,pyrrhonota,140,23600000,0.242543667,"AG,AR,AW,BB,BM,BO,BR,BS,BZ,CA,CL,CO,CR,CU,DM,DO,EC,FK,GB,GL,GP,GS,GT,HN,HT,IS,KN,KY,LC,MQ,MS,MX,NI,PA,PE,PM,PR,PY,RU,SV,TC,TT,UM,US,UY,VC,VE,VG,VI","Latin America & Caribbean,North America,Europe & Central Asia,East Asia & Pacific","Americas,Europe,NA,Oceania",NA,1.334453751,7.372912003,NA,Not trade-threatened,ForStrat.aerial,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA
